title,price,link
Apartment in Almaty,"₸192,210",https://www.airbnb.com/rooms/17091521?search_mode=regular_search&adults=1&check_in=2025-12-18&check_out=2025-12-23&children=0&infants=0&pets=0&source_impression_id=p3_1764872194_P3Sx5r9BFraO-y9-&previous_page_section_name=1000&federated_search_id=d205262b-818e-4ebc-9695-6aa383e3ce1b
Apartment in Almaty,"₸125,695",https://www.airbnb.com/rooms/1414436623043868456?search_mode=regular_search&adults=1&check_in=2025-12-10&check_out=2025-12-15&children=0&infants=0&pets=0&source_impression_id=p3_1764872194_P30-jQXqH10iq9An&previous_page_section_name=1000&federated_search_id=d205262b-818e-4ebc-9695-6aa383e3ce1b
Apartment in Almaty,"₸154,235 ",https://www.airbnb.com/rooms/1428779831961706284?search_mode=regular_search&adults=1&check_in=2025-12-07&check_out=2025-12-12&children=0&infants=0&pets=0&source_impression_id=p3_1764872194_P3njuwF4WMkws-e1&previous_page_section_name=1000&federated_search_id=d205262b-818e-4ebc-9695-6aa383e3ce1b
Apartment in Almaty,"₸94,671",https://www.airbnb.com/rooms/1407257476055388467?search_mode=regular_search&adults=1&check_in=2025-12-04&check_out=2025-12-09&children=0&infants=0&pets=0&source_impression_id=p3_1764872194_P3geIS08nh6pKCuP&previous_page_section_name=1000&federated_search_id=d205262b-818e-4ebc-9695-6aa383e3ce1b
Apartment in Almaty,"₸125,223",https://www.airbnb.com/rooms/1510855807059951733?search_mode=regular_search&adults=1&check_in=2025-12-04&check_out=2025-12-09&children=0&infants=0&pets=0&source_impression_id=p3_1764872194_P3jy6_I2kANyQqsl&previous_page_section_name=1000&federated_search_id=d205262b-818e-4ebc-9695-6aa383e3ce1b
Apartment in Almaty,"₸129,670",https://www.airbnb.com/rooms/1452792001607672453?search_mode=regular_search&adults=1&check_in=2025-12-06&check_out=2025-12-11&children=0&infants=0&pets=0&source_impression_id=p3_1764872194_P3TVLngwELNYV_9T&previous_page_section_name=1000&federated_search_id=d205262b-818e-4ebc-9695-6aa383e3ce1b
Apartment in Almaty,"₸107,838 ",https://www.airbnb.com/rooms/923770834044753601?search_mode=regular_search&adults=1&check_in=2025-12-04&check_out=2025-12-09&children=0&infants=0&pets=0&source_impression_id=p3_1764872194_P371ru68x81CsEo3&previous_page_section_name=1000&federated_search_id=d205262b-818e-4ebc-9695-6aa383e3ce1b
Apartment in Almaty,"₸107,838 ",https://www.airbnb.com/rooms/923770834044753601?search_mode=regular_search&adults=1&check_in=2025-12-04&check_out=2025-12-09&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3UlOpCFp9J1nEA4&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸103,070",https://www.airbnb.com/rooms/1124713676406806367?search_mode=regular_search&adults=1&check_in=2025-12-07&check_out=2025-12-12&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3x76U2dDepcHs3-&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸111,884",https://www.airbnb.com/rooms/1405571354655870803?search_mode=regular_search&adults=1&check_in=2025-12-05&check_out=2025-12-10&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3rSiyIaF-E7Mpy-&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸70,833 ",https://www.airbnb.com/rooms/1170805202233581948?search_mode=regular_search&adults=1&check_in=2025-12-18&check_out=2025-12-23&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3r7kuMCfNfL7alD&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸100,438 ",https://www.airbnb.com/rooms/16224913?search_mode=regular_search&adults=1&check_in=2025-12-05&check_out=2025-12-10&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3kUOQfqDlcEPNWO&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸123,932",https://www.airbnb.com/rooms/1368925698241618091?search_mode=regular_search&adults=1&check_in=2025-12-05&check_out=2025-12-10&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P30NU5F3gz407lD6&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸214,894 ",https://www.airbnb.com/rooms/1166141724083359053?search_mode=regular_search&adults=1&check_in=2025-12-12&check_out=2025-12-17&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P32HDd1o0SeE87sv&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸101,059",https://www.airbnb.com/rooms/1273274198297386156?search_mode=regular_search&adults=1&check_in=2025-12-11&check_out=2025-12-16&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3wXBWrE_GSDFgJL&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸123,359",https://www.airbnb.com/rooms/1477245956855596663?search_mode=regular_search&adults=1&check_in=2025-12-05&check_out=2025-12-10&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3bvs1sbKmz2W1xD&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸129,880 ",https://www.airbnb.com/rooms/1491386538391417953?search_mode=regular_search&adults=1&check_in=2025-12-09&check_out=2025-12-14&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3Krgx2xubMJBiLV&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸123,104 ",https://www.airbnb.com/rooms/1547127603927138436?search_mode=regular_search&adults=1&check_in=2025-12-04&check_out=2025-12-09&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3mL9G8xlDDhUz8_&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸103,520 ",https://www.airbnb.com/rooms/1567407286848535892?search_mode=regular_search&adults=1&check_in=2025-12-04&check_out=2025-12-09&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3kUm-T8oZfHQqYl&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸99,586 ",https://www.airbnb.com/rooms/49623953?search_mode=regular_search&adults=1&check_in=2025-12-11&check_out=2025-12-16&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3nRrIpesK3uF_kv&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸139,286",https://www.airbnb.com/rooms/1421822274914809143?search_mode=regular_search&adults=1&check_in=2025-12-08&check_out=2025-12-13&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3JCM40ZEEZypXiw&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸172,513 ",https://www.airbnb.com/rooms/47362333?search_mode=regular_search&adults=1&check_in=2025-12-07&check_out=2025-12-12&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P34Tv9QPKb02PMwd&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸169,259",https://www.airbnb.com/rooms/1398658256410885665?search_mode=regular_search&adults=1&check_in=2025-12-16&check_out=2025-12-21&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P314vHObzSicn7cA&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸169,259",https://www.airbnb.com/rooms/1437533713159613024?search_mode=regular_search&adults=1&check_in=2026-01-09&check_out=2026-01-14&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P33C0A79hL0FlEIS&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
Apartment in Almaty,"₸154,945 ",https://www.airbnb.com/rooms/1130341605626520684?search_mode=regular_search&adults=1&check_in=2025-12-06&check_out=2025-12-11&children=0&infants=0&pets=0&source_impression_id=p3_1764872210_P3PyTuxbeW_6QB52&previous_page_section_name=1000&federated_search_id=9bfa4177-e889-456c-9b27-b1e48772dac5
